 26102004  19   3 1020001 1120.76***** 34.24* 2 ** **00000000 ********** LL 00464166 00611545  41 * 90 ****       MARCEL/DAVID          ***** *                
 26102004  19   3 1020002 1104.56***** 27.26* 3 ** **00000000 1*******11 LL 00464166 00611545  41 * 88 ****       MARCEL/DAVID          ***** *                
 26102004  19   3 1020003 1 83.49***** 18.65* 3M** **00000000 ********** LL 00464166 00611545  41 * 76 ****       MARCEL/DAVID          ***** *                
 26102004  19   3 1020004 1 80.53***** 18.71* 4 ** **00000000 *11******* LL 00464166 00611545  41 * 71 ****       MARCEL/DAVID          ***** *                
 26102004  19   3 1020005 1 78.13***** 16.28* 3M** **00000000 *****1***1 LL 00464166 00611545  41 * 69 ****       MARCEL/DAVID          ***** *                
 26102004  19   3 1020006 1 67.90***** 15.16* 3M** **00000000 ********** LL 00464166 00611545  41 * 81 ****       MARCEL/DAVID          ***** *                
 26102004  19   3 1020007 1 68.19***** 14.27* 3M** **00000000 ********** LL 00464166 00611545  41 * 66 ****       MARCEL/DAVID          ***** *                
 26102004  19   3 1020008 2 74.8751.43 ****** 4 ** 2400000000 ********** LL 00464166 00611545  41 **** ****       MARCEL/DAVID          ***** *                
 26102004  19   3 1020009 2 58.1731.05 ****** 4 ** 1400000000 ********** LL 00464166 00611545  41 **** ****       MARCEL/DAVID          ***** *                
 26102004  19   3 1020010 2 71.5449.84 ****** 4 ** 2400000000 ********** LL 00464166 00611545  41 **** ****       MARCEL/DAVID          ***** *                
 26102004  19   3 1020011 2 57.5943.46 ****** 4 ** 2400000000 ********** LL 00464166 00611545  41 **** ****       MARCEL/DAVID          ***** *                
 26102004  19   3 1020012 2 69.7051.52 ****** 4 ** 2400000000 ********** LL 00464166 00611545  41 **** ****       MARCEL/DAVID          ***** *                
 26102004  19   3 1020013 2 75.3652.29 ****** 4 ** 2400000000 ********** LL 00464166 00611545  41 **** ****       MARCEL/DAVID          ***** *                
 26102004  19   3 1020014 2 73.7153.12 ****** 4 ** 1400000000 ********** LL 00464166 00611545  41 **** ****       MARCEL/DAVID          ***** *                
 26102004  19   3 1020015 2 74.7051.32 ****** 4 ** 2400000000 *******1** LL 00464166 00611545  41 **** ****       MARCEL/DAVID          ***** *                
 26102004  19   3 1020016 2 69.8142.29 ****** 4 ** 2400000000 *********1 LL 00464166 00611545  41 **** ****       MARCEL/DAVID          ***** *                
 26102004  19   3 1020017 2 62.4043.82 ****** 4 ** 1400000000 ********** LL 00464166 00611545  41 **** ****       MARCEL/DAVID          ***** *                
 26102004  19   3 1020018 2 66.1247.01 ****** 4 ** 1400000000 ********** LL 00464166 00611545  41 **** ****       MARCEL/DAVID          ***** *                
 26102004  19   3 1020019 2 63.5745.15 ****** 4 ** 2400000000 ********** LL 00464166 00611545  41 **** ****       MARCEL/DAVID          ***** *                
 26102004  19   3 1020020 2 70.1051.03 ****** 4 ** 2400000000 ********** LL 00464166 00611545  41 **** ****       MARCEL/DAVID          ***** *                
 26102004  19   3 1020021 2 67.5542.32 ****** 4 ** 2400000000 ******1*** LL 00464166 00611545  41 **** ****       MARCEL/DAVID          ***** *                
 26102004  19   3 1020022 2 64.9146.53 ****** 4 ** 2400000000 ********** LL 00464166 00611545  41 **** ****       MARCEL/DAVID          ***** *                
 26102004  19   3 1020023 2 57.7538.78 ****** 4 ** 2400000000 ********** LL 00464166 00611545  41 **** ****       MARCEL/DAVID          ***** *                
 26102004  19   3 1020024 2 58.3441.22 ****** 4 ** 1400000000 ********** LL 00464166 00611545  41 **** ****       MARCEL/DAVID          ***** *                
 26102004  19   3 1020025 2 69.5647.43 ****** 4 ** 2400000000 ********** LL 00464166 00611545  41 **** ****       MARCEL/DAVID          ***** *                
 26102004  19   3 1020026 2 61.2442.45 ****** 4 ** 2400000000 ********** LL 00464166 00611545  41 **** ****       MARCEL/DAVID          ***** *                
 26102004  19   3 1020027 2 69.4149.18 ****** 4 ** 1400000000 ***1****** LL 00464166 00611545  41 **** ****       MARCEL/DAVID          ***** *                
 26102004  19   3 1020028 2 50.5234.29 ****** 3 ** 2400000000 *1******** LL 00464166 00611545  41 **** ****       MARCEL/DAVID          ***** *                
