 01082009 12    3 0030001 1104.74***** 24.68* 3M** **00000000 ********** LL 04647420 06214295  35 * 56 ****       J CHIASSON /S ALBERT  ***** *                
 01082009 12    3 0030002 1 94.74***** 21.37* 5 ** **00000000 *1*1****** LL 04647420 06214295  35 * 56 ****       J CHIASSON /S ALBERT  ***** *                
 01082009 12    3 0030003 1 90.78***** 20.58* 4 ** **00000000 *********1 LL 04647420 06214295  35 * 71 ****       J CHIASSON /S ALBERT  ***** *                
 01082009 12    3 0030004 1 88.92***** 19.60* 4 ** **00000000 ******1*** LL 04647420 06214295  35 * 62 ****       J CHIASSON /S ALBERT  ***** *                
 01082009 12    3 0030005 1 77.84***** 16.81* 4 ** **00000000 *1***1**** LL 04647420 06214295  35 * 62 ****       J CHIASSON /S ALBERT  ***** *                
 01082009 12    3 0030006 1 90.64***** 19.82* 4 ** **00000000 *****1**** LL 04647420 06214295  35 * 53 ****       J CHIASSON /S ALBERT  ***** *                
 01082009 12    3 0030007 1 63.81***** 13.48* 3M** **00000000 *****1**** LL 04647420 06214295  35 * 54 ****       J CHIASSON /S ALBERT  ***** *                
 01082009 12    3 0030008 1 82.76***** 17.23* 1 ** **00000000 1********* LL 04647420 06214295  35 * 69 ****       J CHIASSON /S ALBERT  ***** *                
 01082009 12    3 0030009 1 53.93*****  8.59* 1 ** **00000000 ********** LL 04647420 06214295  35 **** ****       J CHIASSON /S ALBERT  ***** *                
 01082009 12    3 0030010 1 51.70*****  8.09* 1 ** **00000000 ********** LL 04647420 06214295  35 **** ****       J CHIASSON /S ALBERT  ***** *                
 01082009 12    3 0030011 1 22.66*****  3.11* 1 ** **00000000 ********** LL 04647420 06214295  35 **** ****       J CHIASSON /S ALBERT  ***** *                
 01082009 12    3 0030012 2 72.1449.41 ****** 4 ** 2400000000 **1**11*** LL 04647420 06214295  35 **** ****       J CHIASSON /S ALBERT  ***** *                
 01082009 12    3 0030013 2 69.2248.25 ****** 4 ** 2400000000 **111*1*1* LL 04647420 06214295  35 **** ****       J CHIASSON /S ALBERT  ***** *                
 01082009 12    3 0030014 2 62.2442.32 ****** 4 ** 2100000000 *1******** LL 04647420 06214295  35 **** ****       J CHIASSON /S ALBERT  ***** *                
 01082009 12    3 0030015 2 58.1330.16 ****** 1  3 **00000000 ********** LL 04647420 06214295  35 **** ****       J CHIASSON /S ALBERT  ***** *                
 01082009 12    3 0030016 2 58.0029.62 ****** 1  3 **00000000 ********** LL 04647420 06214295  35 **** ****       J CHIASSON /S ALBERT  ***** *                
 01082009 12    3 0030017 2 51.3125.58 ****** 1  3 **00000000 ********** LL 04647420 06214295  35 **** ****       J CHIASSON /S ALBERT  ***** *                
 01082009 12    3 0030018 2 39.7218.73 ****** 1  1 **00000000 ********** LL 04647420 06214295  35 **** ****       J CHIASSON /S ALBERT  ***** *                
 01082009 12    3 0030019 2 28.5711.68 ****** 1  1 **00000000 ********** LL 04647420 06214295  35 **** ****       J CHIASSON /S ALBERT  ***** *                
